GeneID,padj,pvalue,stat,baseMean,Gene Symbol,Description
57169,3.87E-03,5.37E-04,15.058163,4013.63,ZNFX1,zinc finger NFX1-type containing 1
26515,3.88E-03,5.38E-04,15.055558,2102.15,TIMM10B,translocase of inner mitochondrial membrane 10B
8444,3.88E-03,5.38E-04,15.054046,626.67,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3
28947,3.88E-03,5.39E-04,15.051824,10647.22,IGKJ4,immunoglobulin kappa joining 4
29923,3.88E-03,5.40E-04,15.049572,425.66,HILPDA,hypoxia inducible lipid droplet associated
146177,3.89E-03,5.41E-04,15.044169,83.43,VWA3A,von Willebrand factor A domain containing 3A
996,3.89E-03,5.41E-04,15.043907,2769.6,CDC27,cell division cycle 27
107984634,3.91E-03,5.44E-04,15.032858,54.09,LOC107984634,uncharacterized LOC107984634
107984577,3.92E-03,5.45E-04,15.031167,50.02,LOC107984577,uncharacterized LOC107984577
7100,3.92E-03,5.45E-04,15.028248,471.16,TLR5,toll like receptor 5
3188,3.92E-03,5.45E-04,15.028563,2411.06,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2
8315,3.92E-03,5.46E-04,15.02602,1267.27,BRAP,BRCA1 associated protein
28883,3.92E-03,5.46E-04,15.024917,9361.14,IGKV2D-28,immunoglobulin kappa variable 2D-28
64757,3.94E-03,5.49E-04,15.013536,1048.48,MTARC1,mitochondrial amidoxime reducing component 1
28781,3.95E-03,5.51E-04,15.007494,1303.29,IGLV5-45,immunoglobulin lambda variable 5-45
6520,3.96E-03,5.52E-04,15.004566,3543.65,SLC3A2,solute carrier family 3 member 2
682,3.96E-03,5.52E-04,15.00477,22526.67,BSG,basigin (Ok blood group)
100129583,3.96E-03,5.53E-04,15.001016,107.96,FAM47E,family with sequence similarity 47 member E
2833,3.97E-03,5.53E-04,14.99976,211.96,CXCR3,C-X-C motif chemokine receptor 3
7980,3.97E-03,5.53E-04,14.998674,376.02,TFPI2,tissue factor pathway inhibitor 2
28921,3.97E-03,5.54E-04,14.995746,9830.66,IGKV2-28,immunoglobulin kappa variable 2-28
101927745,3.97E-03,5.54E-04,14.996105,9.74,LOC101927745,uncharacterized LOC101927745
105379507,3.98E-03,5.55E-04,14.991516,89.75,LOC105379507,uncharacterized LOC105379507
152206,4.00E-03,5.59E-04,14.978927,134.86,CCDC13,coiled-coil domain containing 13
107985736,4.00E-03,5.59E-04,14.977293,54.79,LOC107985736,uncharacterized LOC107985736
7068,4.01E-03,5.60E-04,14.975571,1617.16,THRB,thyroid hormone receptor beta
100507500,4.01E-03,5.60E-04,14.974968,76.14,EGFR-AS1,EGFR antisense RNA 1
105377632,4.01E-03,5.61E-04,14.971119,12.26,LOC105377632,
54621,4.02E-03,5.63E-04,14.966018,2488.77,VSIG10,V-set and immunoglobulin domain containing 10
6794,4.02E-03,5.63E-04,14.964808,2739.18,STK11,serine/threonine kinase 11
3760,4.02E-03,5.63E-04,14.962861,225.09,KCNJ3,potassium inwardly rectifying channel subfamily J member 3
102724323,4.02E-03,5.64E-04,14.961807,21.75,LOC102724323,uncharacterized LOC102724323
56165,4.02E-03,5.64E-04,14.961505,19.72,TDRD1,tudor domain containing 1
23368,4.03E-03,5.65E-04,14.957242,2696.06,PPP1R13B,protein phosphatase 1 regulatory subunit 13B
7474,4.04E-03,5.66E-04,14.955305,1040.47,WNT5A,Wnt family member 5A
439949,4.04E-03,5.66E-04,14.952368,165.11,PRKCQ-AS1,PRKCQ antisense RNA 1
8313,4.06E-03,5.69E-04,14.943451,1396.06,AXIN2,axin 2
112267878,4.06E-03,5.69E-04,14.941848,11.9,LOC112267878,replaced by ID 9922
102724246,4.06E-03,5.69E-04,14.942084,21.32,TTC39C-AS1,TTC39C antisense RNA 1
140460,4.06E-03,5.70E-04,14.940356,1078.71,ASB7,ankyrin repeat and SOCS box containing 7
90874,4.06E-03,5.71E-04,14.937035,333.29,ZNF697,zinc finger protein 697
152789,4.07E-03,5.71E-04,14.935421,105.8,JAKMIP1,janus kinase and microtubule interacting protein 1
105369968,4.07E-03,5.71E-04,14.934531,186.37,LOC105369968,uncharacterized LOC105369968
23357,4.08E-03,5.73E-04,14.929248,1608.99,ANGEL1,angel homolog 1
28474,4.08E-03,5.74E-04,14.927007,3508.9,IGHV1-2,immunoglobulin heavy variable 1-2
28443,4.09E-03,5.75E-04,14.920749,627.62,IGHV3-22,immunoglobulin heavy variable 3-22 (pseudogene)
4207,4.09E-03,5.75E-04,14.921394,350.33,BORCS8-MEF2B,BORCS8-MEF2B readthrough
54345,4.09E-03,5.75E-04,14.920671,639.74,SOX18,SRY-box transcription factor 18
100534589,4.10E-03,5.78E-04,14.913225,496.76,HOXA10-HOXA9,HOXA10-HOXA9 readthrough
100287329,4.15E-03,5.85E-04,14.889285,33.55,LOC100287329,uncharacterized LOC100287329
101928813,4.15E-03,5.85E-04,14.888859,16.98,LINC02757,long intergenic non-protein coding RNA 2757
101927901,4.16E-03,5.86E-04,14.883507,25.87,LINC02421,long intergenic non-protein coding RNA 2421
23242,4.17E-03,5.87E-04,14.879611,2030.63,COBL,cordon-bleu WH2 repeat protein
11051,4.19E-03,5.90E-04,14.870594,4278.43,NUDT21,nudix hydrolase 21
728739,4.19E-03,5.91E-04,14.867543,9.98,LOC728739,programmed cell death 2 pseudogene
102723750,4.20E-03,5.92E-04,14.864613,182.95,LOC102723750,uncharacterized LOC102723750
4146,4.20E-03,5.93E-04,14.861571,30.81,MATN1,matrilin 1
245,4.21E-03,5.94E-04,14.856023,13.36,ALOX12P2,arachidonate 12-lipoxygenase pseudogene 2
100303453,4.22E-03,5.95E-04,14.853117,542.63,TSNAX-DISC1,TSNAX-DISC1 readthrough (NMD candidate)
1737,4.22E-03,5.95E-04,14.852444,1867.8,DLAT,dihydrolipoamide S-acetyltransferase
28901,4.22E-03,5.96E-04,14.85081,1722.69,IGKV1D-16,immunoglobulin kappa variable 1D-16
1907,4.22E-03,5.97E-04,14.847991,191.98,EDN2,endothelin 2
25994,4.22E-03,5.97E-04,14.847017,9754.47,HIGD1A,HIG1 hypoxia inducible domain family member 1A
3394,4.25E-03,6.01E-04,14.834223,2354.31,IRF8,interferon regulatory factor 8
101929680,4.26E-03,6.02E-04,14.82933,53.62,SCN1A-AS1,SCN1A and SCN9A antisense RNA 1
54947,4.26E-03,6.03E-04,14.826555,1273.86,LPCAT2,lysophosphatidylcholine acyltransferase 2
222487,4.26E-03,6.03E-04,14.826828,902.62,ADGRG3,adhesion G protein-coupled receptor G3
54811,4.30E-03,6.09E-04,14.806228,2104.23,ZNF562,zinc finger protein 562
102725045,4.31E-03,6.11E-04,14.802313,14.43,NOVA1-DT,NOVA1 divergent transcript
78991,4.31E-03,6.11E-04,14.801454,672.23,PCYOX1L,prenylcysteine oxidase 1 like
11232,4.32E-03,6.12E-04,14.798265,382.08,POLG2,"DNA polymerase gamma 2, accessory subunit"
10845,4.32E-03,6.12E-04,14.797059,2371.07,CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit X
84878,4.32E-03,6.13E-04,14.794419,529.05,ZBTB45,zinc finger and BTB domain containing 45
2028,4.33E-03,6.14E-04,14.79106,889.43,ENPEP,glutamyl aminopeptidase
22929,4.33E-03,6.14E-04,14.791,2135.83,SEPHS1,selenophosphate synthetase 1
8451,4.33E-03,6.14E-04,14.791113,4281.87,CUL4A,cullin 4A
27109,4.33E-03,6.14E-04,14.790067,877.2,DMAC2L,distal membrane arm assembly component 2 like
105378281,4.34E-03,6.16E-04,14.783677,380.09,LOC105378281,uncharacterized LOC105378281
1551,4.35E-03,6.18E-04,14.777883,30.58,CYP3A7,cytochrome P450 family 3 subfamily A member 7
4301,4.38E-03,6.22E-04,14.76635,6829.84,AFDN,"afadin, adherens junction formation factor"
3820,4.39E-03,6.23E-04,14.760937,519.62,KLRB1,killer cell lectin like receptor B1
1741,4.43E-03,6.30E-04,14.740954,3574.91,DLG3,discs large MAGUK scaffold protein 3
56288,4.43E-03,6.30E-04,14.739396,3456.18,PARD3,par-3 family cell polarity regulator
220729,4.44E-03,6.32E-04,14.733821,1381.82,SDHAP4,SDHA pseudogene 4
9754,4.44E-03,6.32E-04,14.732633,986.61,STARD8,StAR related lipid transfer domain containing 8
3998,4.46E-03,6.35E-04,14.725307,6015.65,LMAN1,"lectin, mannose binding 1"
112268266,4.47E-03,6.36E-04,14.721075,12.21,LOC112268266,
3205,4.47E-03,6.37E-04,14.71872,541.71,HOXA9,homeobox A9
107986950,4.47E-03,6.37E-04,14.718681,10.65,LOC107986950,uncharacterized LOC107986950
90141,4.48E-03,6.38E-04,14.715449,288.85,EFCAB11,EF-hand calcium binding domain 11
57048,4.48E-03,6.38E-04,14.714189,581.23,PLSCR3,phospholipid scramblase 3
107985524,4.49E-03,6.39E-04,14.709864,88.27,LOC107985524,uncharacterized LOC107985524
255812,4.49E-03,6.40E-04,14.708774,1748.43,SDHAP1,SDHA pseudogene 1
107987237,4.49E-03,6.40E-04,14.707134,57.7,LOC107987237,
80017,4.50E-03,6.42E-04,14.702445,3724.99,DGLUCY,D-glutamate cyclase
647121,4.50E-03,6.43E-04,14.698303,99.34,EMBP1,embigin pseudogene 1
105376749,4.50E-03,6.43E-04,14.698679,39.3,LOC105376749,uncharacterized LOC105376749
100507588,4.50E-03,6.43E-04,14.699355,80.91,TGFBR3L,transforming growth factor beta receptor 3 like
57205,4.50E-03,6.43E-04,14.697269,1502.99,ATP10D,ATPase phospholipid transporting 10D (putative)
6515,4.51E-03,6.44E-04,14.695049,4785.15,SLC2A3,solute carrier family 2 member 3
2631,4.51E-03,6.45E-04,14.693574,3882.5,NIPSNAP2,nipsnap homolog 2
9912,4.51E-03,6.45E-04,14.693833,1523.09,ARHGAP44,Rho GTPase activating protein 44
80128,4.52E-03,6.47E-04,14.686632,145.95,TRIM46,tripartite motif containing 46
100506599,4.53E-03,6.48E-04,14.681904,162.76,PPP1R26-AS1,PPP1R26 antisense RNA 1
644090,4.53E-03,6.49E-04,14.680697,18.59,PRKAG2-AS2,PRKAG2 antisense RNA 2
3695,4.57E-03,6.54E-04,14.665247,805.6,ITGB7,integrin subunit beta 7
6341,4.57E-03,6.55E-04,14.663018,2661.07,SCO1,synthesis of cytochrome C oxidase 1
28633,4.58E-03,6.55E-04,14.660811,19.28,TRBJ1-3,T cell receptor beta joining 1-3
171425,4.58E-03,6.56E-04,14.659689,574.73,CLYBL,citramalyl-CoA lyase
51135,4.58E-03,6.56E-04,14.657528,1773.54,IRAK4,interleukin 1 receptor associated kinase 4
100506963,4.59E-03,6.58E-04,14.653186,362.42,ELOA-AS1,ELOA antisense RNA 1
28900,4.59E-03,6.58E-04,14.652121,815.28,IGKV1D-17,immunoglobulin kappa variable 1D-17
105373976,4.60E-03,6.60E-04,14.647505,93.95,LOC105373976,
6926,4.60E-03,6.60E-04,14.64738,1633.91,TBX3,T-box transcription factor 3
10942,4.60E-03,6.60E-04,14.646745,63.59,PRSS21,serine protease 21
124512,4.61E-03,6.62E-04,14.641142,963.39,METTL23,methyltransferase like 23
100527978,4.63E-03,6.65E-04,14.630707,275.17,TLCD4-RWDD3,TLCD4-RWDD3 readthrough
80114,4.64E-03,6.66E-04,14.62832,928.33,BICC1,BicC family RNA binding protein 1
83876,4.64E-03,6.66E-04,14.628127,78.28,MRO,maestro
105372942,4.64E-03,6.67E-04,14.624717,25.82,FAM247D,family with sequence similarity 247 member D
101928991,4.65E-03,6.69E-04,14.619172,76.81,CCDC92B,coiled-coil domain containing 92B
101927344,4.65E-03,6.69E-04,14.619734,33.55,LOC101927344,uncharacterized LOC101927344
728715,4.66E-03,6.70E-04,14.616236,150.08,LOC728715,ovostatin homolog 2
357,4.66E-03,6.70E-04,14.615467,295.73,SHROOM2,shroom family member 2
81926,4.66E-03,6.71E-04,14.61289,3598.71,ABHD17A,"abhydrolase domain containing 17A, depalmitoylase"
28920,4.68E-03,6.74E-04,14.604177,740.14,IGKV2-29,immunoglobulin kappa variable 2-29
6464,4.71E-03,6.78E-04,14.592392,6429.74,SHC1,SHC adaptor protein 1
64423,4.72E-03,6.80E-04,14.585585,7870.87,INF2,inverted formin 2
27132,4.74E-03,6.84E-04,14.576058,161.66,CPNE7,copine 7
729375,4.74E-03,6.84E-04,14.575233,139.92,FAM86HP,"family with sequence similarity 86, member A pseudogene"
51133,4.75E-03,6.85E-04,14.57181,4384.16,KCTD3,potassium channel tetramerization domain containing 3
107986114,4.75E-03,6.85E-04,14.571356,67.32,NEPRO-AS1,NEPRO antisense RNA 1
9467,4.75E-03,6.86E-04,14.570467,2028.69,SH3BP5,SH3 domain binding protein 5
101927156,4.76E-03,6.87E-04,14.56596,21.46,LINC01934,long intergenic non-protein coding RNA 1934
441081,4.76E-03,6.87E-04,14.564985,389.59,LOC441081,POM121 membrane glycoprotein (rat) pseudogene
7038,4.76E-03,6.88E-04,14.564533,47.13,TG,thyroglobulin
6013,4.76E-03,6.88E-04,14.563575,12.4,RLN1,relaxin 1
3127,4.76E-03,6.88E-04,14.562573,4903.13,HLA-DRB5,"major histocompatibility complex, class II, DR beta 5"
79132,4.76E-03,6.89E-04,14.561561,866.79,DHX58,DExH-box helicase 58
338321,4.76E-03,6.88E-04,14.562086,57.17,NLRP9,NLR family pyrin domain containing 9
55213,4.78E-03,6.91E-04,14.554057,1281.78,RCBTB1,RCC1 and BTB domain containing protein 1
28929,4.78E-03,6.92E-04,14.552762,254.86,IGKV2-4,immunoglobulin kappa variable 2-4 (pseudogene)
4217,4.78E-03,6.92E-04,14.552798,1691.1,MAP3K5,mitogen-activated protein kinase kinase kinase 5
51808,4.79E-03,6.94E-04,14.545926,1606.61,PHAX,phosphorylated adaptor for RNA export
146754,4.80E-03,6.95E-04,14.542713,81.89,DNAH2,dynein axonemal heavy chain 2
90423,4.82E-03,6.98E-04,14.534308,155.91,ATP6V1E2,ATPase H+ transporting V1 subunit E2
105374846,4.83E-03,7.00E-04,14.52926,17.91,LOC105374846,uncharacterized LOC105374846
100507433,4.84E-03,7.01E-04,14.526142,77.12,ZNF571-AS1,ZNF571 antisense RNA 1
686,4.85E-03,7.03E-04,14.52053,1941.88,BTD,biotinidase
28451,4.87E-03,7.06E-04,14.510657,260.49,IGHV3-9,immunoglobulin heavy variable 3-9
100507156,4.87E-03,7.07E-04,14.508604,125.72,LOC100507156,uncharacterized LOC100507156
203238,4.87E-03,7.07E-04,14.508657,197.5,CCDC171,coiled-coil domain containing 171
3741,4.89E-03,7.09E-04,14.502305,298.64,KCNA5,potassium voltage-gated channel subfamily A member 5
105371481,4.89E-03,7.09E-04,14.502492,234.59,LOC105371481,uncharacterized LOC105371481
54102,4.90E-03,7.11E-04,14.497663,446.54,CLIC6,chloride intracellular channel 6
8732,4.92E-03,7.14E-04,14.488431,905.5,RNGTT,RNA guanylyltransferase and 5'-phosphatase
89848,4.92E-03,7.15E-04,14.487336,1486.5,FCHSD1,FCH and double SH3 domains 1
54884,4.95E-03,7.19E-04,14.474397,7693.25,RETSAT,retinol saturase
10533,4.95E-03,7.19E-04,14.474862,1949,ATG7,autophagy related 7
101928731,4.95E-03,7.20E-04,14.47146,143.13,CRADD-AS1,CRADD antisense RNA 1
105378626,4.96E-03,7.21E-04,14.470227,610.69,LOC105378626,uncharacterized LOC105378626
283140,4.96E-03,7.22E-04,14.468343,72.19,LINC02762,long intergenic non-protein coding RNA 2762
28950,4.96E-03,7.23E-04,14.465372,10733.81,IGKJ1,immunoglobulin kappa joining 1
64411,4.96E-03,7.22E-04,14.465881,1182.05,ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
2064,4.96E-03,7.23E-04,14.465527,7249.42,ERBB2,erb-b2 receptor tyrosine kinase 2
10343,4.97E-03,7.23E-04,14.462853,63.65,PKDREJ,polycystin family receptor for egg jelly
79748,4.98E-03,7.25E-04,14.458796,12.04,LMAN1L,"lectin, mannose binding 1 like"
441204,4.99E-03,7.27E-04,14.453621,127.17,LINC02981,long intergenic non-protein coding RNA 2981
56624,5.00E-03,7.29E-04,14.448841,232.05,ASAH2,N-acylsphingosine amidohydrolase 2
654,5.00E-03,7.29E-04,14.447151,1096.89,BMP6,bone morphogenetic protein 6
6523,5.03E-03,7.33E-04,14.436118,5807.79,SLC5A1,solute carrier family 5 member 1
1880,5.03E-03,7.35E-04,14.432145,1720.35,GPR183,G protein-coupled receptor 183
105374445,5.04E-03,7.36E-04,14.429679,31.64,LOC105374445,uncharacterized LOC105374445
283267,5.05E-03,7.37E-04,14.426753,630.72,LINC00294,long intergenic non-protein coding RNA 294
101929400,5.05E-03,7.38E-04,14.422751,16.93,LOC101929400,uncharacterized LOC101929400
3542,5.05E-03,7.38E-04,14.423113,4178.03,IGLC6,immunoglobulin lambda constant 6
28833,5.06E-03,7.39E-04,14.421073,4869.61,IGLJ1,immunoglobulin lambda joining 1
93664,5.06E-03,7.40E-04,14.41893,1357.53,CADPS2,calcium dependent secretion activator 2
105372579,5.06E-03,7.40E-04,14.417902,189.65,LOC105372579,uncharacterized LOC105372579
29934,5.06E-03,7.40E-04,14.417322,2383.22,SNX12,sorting nexin 12
116143,5.08E-03,7.43E-04,14.409959,610.04,DNAAF10,dynein axonemal assembly factor 10
200916,5.09E-03,7.44E-04,14.405995,974.67,RPL22L1,ribosomal protein L22 like 1
100529144,5.09E-03,7.44E-04,14.405839,1172.72,CORO7-PAM16,CORO7-PAM16 readthrough
339290,5.09E-03,7.45E-04,14.403495,2208.9,LINC00667,long intergenic non-protein coding RNA 667
3980,5.09E-03,7.46E-04,14.402678,1812.23,LIG3,DNA ligase 3
988,5.10E-03,7.47E-04,14.40012,2519.44,CDC5L,cell division cycle 5 like
10266,5.10E-03,7.48E-04,14.396017,704.94,RAMP2,receptor activity modifying protein 2
2932,5.11E-03,7.50E-04,14.391296,3197.78,GSK3B,glycogen synthase kinase 3 beta
55667,5.13E-03,7.52E-04,14.3846,3671.86,DENND4C,DENN domain containing 4C
105378345,5.13E-03,7.53E-04,14.382539,19.22,LOC105378345,uncharacterized LOC105378345
9690,5.15E-03,7.56E-04,14.375178,4638.59,UBE3C,ubiquitin protein ligase E3C
3755,5.16E-03,7.57E-04,14.373023,281.49,KCNG1,potassium voltage-gated channel modifier subfamily G member 1
219699,5.16E-03,7.58E-04,14.370007,1323.2,UNC5B,unc-5 netrin receptor B
55607,5.16E-03,7.58E-04,14.369334,1420.18,PPP1R9A,protein phosphatase 1 regulatory subunit 9A
3579,5.17E-03,7.59E-04,14.365911,371.86,CXCR2,C-X-C motif chemokine receptor 2
1877,5.17E-03,7.60E-04,14.365263,1379.27,E4F1,E4F transcription factor 1
57101,5.17E-03,7.60E-04,14.363614,133.86,ANO2,anoctamin 2
2702,5.18E-03,7.61E-04,14.361931,481.22,GJA5,gap junction protein alpha 5
4094,5.18E-03,7.62E-04,14.358409,4851.2,MAF,MAF bZIP transcription factor
100505865,5.18E-03,7.63E-04,14.357605,65.62,LINC00920,long intergenic non-protein coding RNA 920
64377,5.19E-03,7.63E-04,14.35601,21.91,CHST8,carbohydrate sulfotransferase 8
134147,5.20E-03,7.66E-04,14.349065,5066.87,CMBL,carboxymethylenebutenolidase homolog
90326,5.21E-03,7.67E-04,14.347286,1261.08,THAP3,THAP domain containing 3
3705,5.21E-03,7.67E-04,14.345245,5904.14,ITPK1,inositol-tetrakisphosphate 1-kinase
28616,5.22E-03,7.68E-04,14.342371,21.25,TRBV4-2,T cell receptor beta variable 4-2
26164,5.22E-03,7.69E-04,14.339804,1352.01,MTG2,mitochondrial ribosome associated GTPase 2
55559,5.24E-03,7.72E-04,14.333741,695.66,HAUS7,HAUS augmin like complex subunit 7
107985032,5.24E-03,7.72E-04,14.333113,7.47,LOC107985032,
2935,5.25E-03,7.75E-04,14.326047,6010.9,GSPT1,G1 to S phase transition 1
3660,5.29E-03,7.81E-04,14.310407,2273.4,IRF2,interferon regulatory factor 2
89953,5.29E-03,7.81E-04,14.310512,3026.17,KLC4,kinesin light chain 4
317649,5.29E-03,7.82E-04,14.308483,3316.64,EIF4E3,eukaryotic translation initiation factor 4E family member 3
100507334,5.30E-03,7.83E-04,14.305189,23.59,LOC100507334,two pore channel 3 pseudogene
55238,5.30E-03,7.83E-04,14.305007,862.79,SLC38A7,solute carrier family 38 member 7
54677,5.31E-03,7.85E-04,14.300439,1052.72,CROT,carnitine O-octanoyltransferase
9267,5.31E-03,7.85E-04,14.300919,3772.04,CYTH1,cytohesin 1
84889,5.32E-03,7.86E-04,14.297683,11.65,SLC7A3,solute carrier family 7 member 3
27286,5.32E-03,7.86E-04,14.296621,827.34,SRPX2,sushi repeat containing protein X-linked 2
105372948,5.32E-03,7.87E-04,14.294375,16.96,LOC105372948,uncharacterized LOC105372948
4336,5.32E-03,7.87E-04,14.293803,26.02,MOBP,myelin associated oligodendrocyte basic protein
1103,5.32E-03,7.88E-04,14.292561,24,CHAT,choline O-acetyltransferase
132320,5.33E-03,7.89E-04,14.290216,656.65,SCLT1,sodium channel and clathrin linker 1
149478,5.36E-03,7.94E-04,14.27607,436,BTBD19,BTB domain containing 19
5971,5.37E-03,7.95E-04,14.273836,995.87,RELB,"RELB proto-oncogene, NF-kB subunit"
200772,5.38E-03,7.97E-04,14.268188,12.95,UICLM,up-regulated in colorectal cancer liver metastasis
105371240,5.39E-03,7.98E-04,14.26597,22.82,LOC105371240,uncharacterized LOC105371240
107984950,5.39E-03,8.00E-04,14.262038,694.98,LOC107984950,uncharacterized LOC107984950
105370780,5.39E-03,8.00E-04,14.261523,8.11,LOC105370780,uncharacterized LOC105370780
117166,5.39E-03,8.00E-04,14.262107,39.31,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
105377449,5.41E-03,8.03E-04,14.253943,94.1,LOC105377449,
107985285,5.41E-03,8.04E-04,14.253036,39.11,LOC107985285,uncharacterized LOC107985285
85865,5.42E-03,8.05E-04,14.249401,1056.63,GTPBP10,GTP binding protein 10
101154753,5.44E-03,8.07E-04,14.24354,35.61,PANDAR,promoter of CDKN1A antisense DNA damage activated RNA
8851,5.44E-03,8.08E-04,14.240719,295.71,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1
107987303,5.45E-03,8.09E-04,14.238715,37.37,LOC107987303,uncharacterized LOC107987303
22906,5.45E-03,8.10E-04,14.236584,6357.97,TRAK1,trafficking kinesin protein 1
718,5.46E-03,8.12E-04,14.231018,39562.33,C3,complement C3
100506365,5.47E-03,8.14E-04,14.227828,1323.4,OTUD6B-AS1,OTUD6B antisense RNA 1 (head to head)
89941,5.47E-03,8.14E-04,14.227916,4469.91,RHOT2,ras homolog family member T2
105377289,5.51E-03,8.19E-04,14.214574,19.35,SHROOM3-AS1,SHROOM3 antisense RNA 1
28891,5.53E-03,8.23E-04,14.205678,61.14,IGKV1D-43,immunoglobulin kappa variable 1D-43
107985315,5.53E-03,8.23E-04,14.204888,45.59,LOC107985315,uncharacterized LOC107985315
8761,5.53E-03,8.24E-04,14.202381,5323.91,PABPC4,poly(A) binding protein cytoplasmic 4
57413,5.53E-03,8.24E-04,14.201938,251.75,TMIGD3,transmembrane and immunoglobulin domain containing 3
8516,5.54E-03,8.25E-04,14.200209,1364.17,ITGA8,integrin subunit alpha 8
5445,5.55E-03,8.28E-04,14.194138,4333.82,PON2,paraoxonase 2
105371880,5.55E-03,8.28E-04,14.194117,37.82,LOC105371880,uncharacterized LOC105371880
166,5.55E-03,8.27E-04,14.194615,17352.26,TLE5,"TLE family member 5, transcriptional modulator"
2560,5.57E-03,8.31E-04,14.18664,41.58,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1
389206,5.57E-03,8.31E-04,14.185954,66.29,BEND4,BEN domain containing 4
6934,5.58E-03,8.33E-04,14.181284,2687.33,TCF7L2,transcription factor 7 like 2
834,5.59E-03,8.34E-04,14.17863,3414.76,CASP1,caspase 1
100529211,5.60E-03,8.36E-04,14.173342,885.38,TMEM256-PLSCR3,TMEM256-PLSCR3 readthrough (NMD candidate)
8972,5.60E-03,8.37E-04,14.171242,923.92,MGAM,maltase-glucoamylase
105379132,5.62E-03,8.40E-04,14.164057,51.76,SEMA6A-AS2,SEMA6A antisense RNA 2
112268179,5.63E-03,8.41E-04,14.161395,81.39,LOC112268179,uncharacterized LOC112268179
100506299,5.63E-03,8.42E-04,14.158655,114.7,ID2-AS1,ID2 antisense RNA 1
126520,5.64E-03,8.44E-04,14.155324,24.61,PLK5,polo like kinase 5 (inactive)
57181,5.64E-03,8.45E-04,14.153356,702.63,SLC39A10,solute carrier family 39 member 10
28402,5.64E-03,8.45E-04,14.153341,680.88,IGHV3-69-1,immunoglobulin heavy variable 3-69-1 (pseudogene)
28834,5.64E-03,8.45E-04,14.153204,2389.22,IGLC7,immunoglobulin lambda constant 7
9094,5.66E-03,8.48E-04,14.146352,971.26,UNC119,unc-119 lipid binding chaperone
282890,5.67E-03,8.48E-04,14.144413,189.65,ZNF311,zinc finger protein 311
400999,5.68E-03,8.51E-04,14.13822,68.46,SLC20A1-DT,SLC20A1 divergent transcript
10866,5.69E-03,8.53E-04,14.134052,2326.86,HCP5,HLA complex P5
84447,5.70E-03,8.54E-04,14.131341,3900.41,SYVN1,synoviolin 1
100126338,5.72E-03,8.57E-04,14.123891,68.71,MIR937,microRNA 937
79191,5.72E-03,8.58E-04,14.122393,29.1,IRX3,iroquois homeobox 3
57403,5.75E-03,8.62E-04,14.111675,2353.17,RAB22A,"RAB22A, member RAS oncogene family"
93953,5.75E-03,8.62E-04,14.111478,150.85,GCNA,germ cell nuclear acidic peptidase
56922,5.75E-03,8.63E-04,14.109524,1673.48,MCCC1,methylcrotonyl-CoA carboxylase subunit 1
28785,5.76E-03,8.65E-04,14.105447,770.11,IGLV4-60,immunoglobulin lambda variable 4-60
28461,5.78E-03,8.68E-04,14.0994,1233.56,IGHV1-69,immunoglobulin heavy variable 1-69
196446,5.81E-03,8.73E-04,14.08771,327.88,MYRFL,myelin regulatory factor like
28914,5.83E-03,8.76E-04,14.080747,18846.46,IGKV3-11,immunoglobulin kappa variable 3-11
10207,5.84E-03,8.78E-04,14.075971,2468.71,PATJ,PATJ crumbs cell polarity complex component
2563,5.84E-03,8.78E-04,14.075017,12.42,GABRD,gamma-aminobutyric acid type A receptor subunit delta
1906,5.85E-03,8.79E-04,14.073188,824.38,EDN1,endothelin 1
101929599,5.86E-03,8.81E-04,14.068909,95.56,LOC101929599,putative POM121-like protein 1-like pseudogene
65243,5.87E-03,8.84E-04,14.062469,150.82,ZFP69B,ZFP69 zinc finger protein B
28946,5.87E-03,8.84E-04,14.062194,4534.57,IGKJ5,immunoglobulin kappa joining 5
100527960,5.88E-03,8.85E-04,14.059477,1307.14,MROH7-TTC4,MROH7-TTC4 readthrough (NMD candidate)
9477,5.88E-03,8.86E-04,14.057838,777.58,MED20,mediator complex subunit 20
646762,5.88E-03,8.86E-04,14.057778,829.1,LOC646762,uncharacterized LOC646762
9560,5.89E-03,8.87E-04,14.055117,253.44,CCL4L2,C-C motif chemokine ligand 4 like 2
654780,5.89E-03,8.88E-04,14.052074,10.48,LOC654780,splicing factor proline/glutamine-rich
132989,5.90E-03,8.89E-04,14.051101,51.34,C4orf36,chromosome 4 open reading frame 36
9705,5.91E-03,8.91E-04,14.046956,46.45,ST18,ST18 C2H2C-type zinc finger transcription factor
120071,5.91E-03,8.91E-04,14.045543,105.57,LARGE2,LARGE xylosyl- and glucuronyltransferase 2
158293,5.91E-03,8.92E-04,14.044686,3591.69,FAM120AOS,family with sequence similarity 120A opposite strand
105374771,5.93E-03,8.94E-04,14.038593,125.78,LGALSL-DT,LGALSL divergent transcript
100130256,5.93E-03,8.95E-04,14.038408,11.11,LOC100130256,uncharacterized LOC100130256
